"ED","AC","Report","GUID"
"Boulteen, Cork County","Cork County Council","<a href="".\reports\html\2119--csohealthprofile--edname--boulteen--cork-county--acname--cork-county-council--edguid--2ae19629-1f0f-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2119--csohealthprofile--edname--boulteen--cork-county--acname--cork-county-council--edguid--2ae19629-1f0f-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f0f-13a3-e055-000000000001"
"Bredagh, Cork County","Cork County Council","<a href="".\reports\html\2120--csohealthprofile--edname--bredagh--cork-county--acname--cork-county-council--edguid--2ae19629-1f10-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2120--csohealthprofile--edname--bredagh--cork-county--acname--cork-county-council--edguid--2ae19629-1f10-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f10-13a3-e055-000000000001"
"Clonakilty Rural, Cork County","Cork County Council","<a href="".\reports\html\2121--csohealthprofile--edname--clonakilty-rural--cork-county--acname--cork-county-council--edguid--2ae19629-1f11-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2121--csohealthprofile--edname--clonakilty-rural--cork-county--acname--cork-county-council--edguid--2ae19629-1f11-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f11-13a3-e055-000000000001"
"Clonakilty Urban, Cork County","Cork County Council","<a href="".\reports\html\2122--csohealthprofile--edname--clonakilty-urban--cork-county--acname--cork-county-council--edguid--2ae19629-1f12-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2122--csohealthprofile--edname--clonakilty-urban--cork-county--acname--cork-county-council--edguid--2ae19629-1f12-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f12-13a3-e055-000000000001"
"Clondrohid, Cork County","Cork County Council","<a href="".\reports\html\2123--csohealthprofile--edname--clondrohid--cork-county--acname--cork-county-council--edguid--2ae19629-1f13-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2123--csohealthprofile--edname--clondrohid--cork-county--acname--cork-county-council--edguid--2ae19629-1f13-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f13-13a3-e055-000000000001"
"Dungourney, Cork County","Cork County Council","<a href="".\reports\html\2124--csohealthprofile--edname--dungourney--cork-county--acname--cork-county-council--edguid--2ae19629-1f14-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2124--csohealthprofile--edname--dungourney--cork-county--acname--cork-county-council--edguid--2ae19629-1f14-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f14-13a3-e055-000000000001"
"Dunmanus, Cork County","Cork County Council","<a href="".\reports\html\2125--csohealthprofile--edname--dunmanus--cork-county--acname--cork-county-council--edguid--2ae19629-1f15-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2125--csohealthprofile--edname--dunmanus--cork-county--acname--cork-county-council--edguid--2ae19629-1f15-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f15-13a3-e055-000000000001"
"Dunmanway North, Cork County","Cork County Council","<a href="".\reports\html\2126--csohealthprofile--edname--dunmanway-north--cork-county--acname--cork-county-council--edguid--2ae19629-1f16-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2126--csohealthprofile--edname--dunmanway-north--cork-county--acname--cork-county-council--edguid--2ae19629-1f16-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f16-13a3-e055-000000000001"
"Ballinadee, Cork County","Cork County Council","<a href="".\reports\html\2127--csohealthprofile--edname--ballinadee--cork-county--acname--cork-county-council--edguid--2ae19629-1f17-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2127--csohealthprofile--edname--ballinadee--cork-county--acname--cork-county-council--edguid--2ae19629-1f17-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f17-13a3-e055-000000000001"
"Ballincollig, Cork County","Cork County Council","<a href="".\reports\html\2128--csohealthprofile--edname--ballincollig--cork-county--acname--cork-county-council--edguid--2ae19629-1f18-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2128--csohealthprofile--edname--ballincollig--cork-county--acname--cork-county-council--edguid--2ae19629-1f18-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f18-13a3-e055-000000000001"
"Ballingurteen, Cork County","Cork County Council","<a href="".\reports\html\2129--csohealthprofile--edname--ballingurteen--cork-county--acname--cork-county-council--edguid--2ae19629-1f19-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2129--csohealthprofile--edname--ballingurteen--cork-county--acname--cork-county-council--edguid--2ae19629-1f19-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f19-13a3-e055-000000000001"
"Brinny, Cork County","Cork County Council","<a href="".\reports\html\2130--csohealthprofile--edname--brinny--cork-county--acname--cork-county-council--edguid--2ae19629-1f1a-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2130--csohealthprofile--edname--brinny--cork-county--acname--cork-county-council--edguid--2ae19629-1f1a-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f1a-13a3-e055-000000000001"
"Butlerstown, Cork County","Cork County Council","<a href="".\reports\html\2131--csohealthprofile--edname--butlerstown--cork-county--acname--cork-county-council--edguid--2ae19629-1f1b-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2131--csohealthprofile--edname--butlerstown--cork-county--acname--cork-county-council--edguid--2ae19629-1f1b-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f1b-13a3-e055-000000000001"
"Buttevant, Cork County","Cork County Council","<a href="".\reports\html\2132--csohealthprofile--edname--buttevant--cork-county--acname--cork-county-council--edguid--2ae19629-1f1c-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2132--csohealthprofile--edname--buttevant--cork-county--acname--cork-county-council--edguid--2ae19629-1f1c-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f1c-13a3-e055-000000000001"
"Clonfert East, Cork County","Cork County Council","<a href="".\reports\html\2133--csohealthprofile--edname--clonfert-east--cork-county--acname--cork-county-council--edguid--2ae19629-1f1d-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2133--csohealthprofile--edname--clonfert-east--cork-county--acname--cork-county-council--edguid--2ae19629-1f1d-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f1d-13a3-e055-000000000001"
"Clonfert West, Cork County","Cork County Council","<a href="".\reports\html\2134--csohealthprofile--edname--clonfert-west--cork-county--acname--cork-county-council--edguid--2ae19629-1f1e-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2134--csohealthprofile--edname--clonfert-west--cork-county--acname--cork-county-council--edguid--2ae19629-1f1e-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f1e-13a3-e055-000000000001"
"Dunmanway South, Cork County","Cork County Council","<a href="".\reports\html\2135--csohealthprofile--edname--dunmanway-south--cork-county--acname--cork-county-council--edguid--2ae19629-1f1f-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2135--csohealthprofile--edname--dunmanway-south--cork-county--acname--cork-county-council--edguid--2ae19629-1f1f-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f1f-13a3-e055-000000000001"
"Durrus East, Cork County","Cork County Council","<a href="".\reports\html\2136--csohealthprofile--edname--durrus-east--cork-county--acname--cork-county-council--edguid--2ae19629-1f20-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2136--csohealthprofile--edname--durrus-east--cork-county--acname--cork-county-council--edguid--2ae19629-1f20-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f20-13a3-e055-000000000001"
"Ballinspittle, Cork County","Cork County Council","<a href="".\reports\html\2137--csohealthprofile--edname--ballinspittle--cork-county--acname--cork-county-council--edguid--2ae19629-1f21-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2137--csohealthprofile--edname--ballinspittle--cork-county--acname--cork-county-council--edguid--2ae19629-1f21-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f21-13a3-e055-000000000001"
"Ballintemple, Cork County","Cork County Council","<a href="".\reports\html\2138--csohealthprofile--edname--ballintemple--cork-county--acname--cork-county-council--edguid--2ae19629-1f22-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2138--csohealthprofile--edname--ballintemple--cork-county--acname--cork-county-council--edguid--2ae19629-1f22-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f22-13a3-e055-000000000001"
"Ballyarthur, Cork County","Cork County Council","<a href="".\reports\html\2139--csohealthprofile--edname--ballyarthur--cork-county--acname--cork-county-council--edguid--2ae19629-1f23-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2139--csohealthprofile--edname--ballyarthur--cork-county--acname--cork-county-council--edguid--2ae19629-1f23-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f23-13a3-e055-000000000001"
"Caheragh, Cork County","Cork County Council","<a href="".\reports\html\2140--csohealthprofile--edname--caheragh--cork-county--acname--cork-county-council--edguid--2ae19629-1f24-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2140--csohealthprofile--edname--caheragh--cork-county--acname--cork-county-council--edguid--2ae19629-1f24-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f24-13a3-e055-000000000001"
"Caherbarnagh, Cork County","Cork County Council","<a href="".\reports\html\2141--csohealthprofile--edname--caherbarnagh--cork-county--acname--cork-county-council--edguid--2ae19629-1f25-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2141--csohealthprofile--edname--caherbarnagh--cork-county--acname--cork-county-council--edguid--2ae19629-1f25-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f25-13a3-e055-000000000001"
"Clonmeen, Cork County","Cork County Council","<a href="".\reports\html\2142--csohealthprofile--edname--clonmeen--cork-county--acname--cork-county-council--edguid--2ae19629-1f26-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2142--csohealthprofile--edname--clonmeen--cork-county--acname--cork-county-council--edguid--2ae19629-1f26-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f26-13a3-e055-000000000001"
"Clonmoyle, Cork County","Cork County Council","<a href="".\reports\html\2143--csohealthprofile--edname--clonmoyle--cork-county--acname--cork-county-council--edguid--2ae19629-1f27-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2143--csohealthprofile--edname--clonmoyle--cork-county--acname--cork-county-council--edguid--2ae19629-1f27-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f27-13a3-e055-000000000001"
"Clonmult, Cork County","Cork County Council","<a href="".\reports\html\2144--csohealthprofile--edname--clonmult--cork-county--acname--cork-county-council--edguid--2ae19629-1f28-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2144--csohealthprofile--edname--clonmult--cork-county--acname--cork-county-council--edguid--2ae19629-1f28-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f28-13a3-e055-000000000001"
"Durrus West, Cork County","Cork County Council","<a href="".\reports\html\2145--csohealthprofile--edname--durrus-west--cork-county--acname--cork-county-council--edguid--2ae19629-1f29-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2145--csohealthprofile--edname--durrus-west--cork-county--acname--cork-county-council--edguid--2ae19629-1f29-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f29-13a3-e055-000000000001"
"Farahy, Cork County","Cork County Council","<a href="".\reports\html\2146--csohealthprofile--edname--farahy--cork-county--acname--cork-county-council--edguid--2ae19629-1f2a-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2146--csohealthprofile--edname--farahy--cork-county--acname--cork-county-council--edguid--2ae19629-1f2a-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f2a-13a3-e055-000000000001"
"Ballybane, Cork County","Cork County Council","<a href="".\reports\html\2147--csohealthprofile--edname--ballybane--cork-county--acname--cork-county-council--edguid--2ae19629-1f2b-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2147--csohealthprofile--edname--ballybane--cork-county--acname--cork-county-council--edguid--2ae19629-1f2b-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f2b-13a3-e055-000000000001"
"Ballyclogh, Cork County","Cork County Council","<a href="".\reports\html\2148--csohealthprofile--edname--ballyclogh--cork-county--acname--cork-county-council--edguid--2ae19629-1f2c-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2148--csohealthprofile--edname--ballyclogh--cork-county--acname--cork-county-council--edguid--2ae19629-1f2c-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f2c-13a3-e055-000000000001"
"Ballycottin, Cork County","Cork County Council","<a href="".\reports\html\2149--csohealthprofile--edname--ballycottin--cork-county--acname--cork-county-council--edguid--2ae19629-1f2d-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2149--csohealthprofile--edname--ballycottin--cork-county--acname--cork-county-council--edguid--2ae19629-1f2d-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f2d-13a3-e055-000000000001"
"Caherduggan, Cork County","Cork County Council","<a href="".\reports\html\2150--csohealthprofile--edname--caherduggan--cork-county--acname--cork-county-council--edguid--2ae19629-1f2e-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2150--csohealthprofile--edname--caherduggan--cork-county--acname--cork-county-council--edguid--2ae19629-1f2e-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f2e-13a3-e055-000000000001"
"Caherlag, Cork County","Cork County Council","<a href="".\reports\html\2151--csohealthprofile--edname--caherlag--cork-county--acname--cork-county-council--edguid--2ae19629-1f2f-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2151--csohealthprofile--edname--caherlag--cork-county--acname--cork-county-council--edguid--2ae19629-1f2f-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f2f-13a3-e055-000000000001"
"Cahermore, Cork County","Cork County Council","<a href="".\reports\html\2152--csohealthprofile--edname--cahermore--cork-county--acname--cork-county-council--edguid--2ae19629-1f30-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2152--csohealthprofile--edname--cahermore--cork-county--acname--cork-county-council--edguid--2ae19629-1f30-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f30-13a3-e055-000000000001"
"Clonpriest, Cork County","Cork County Council","<a href="".\reports\html\2153--csohealthprofile--edname--clonpriest--cork-county--acname--cork-county-council--edguid--2ae19629-1f31-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2153--csohealthprofile--edname--clonpriest--cork-county--acname--cork-county-council--edguid--2ae19629-1f31-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f31-13a3-e055-000000000001"
"Cloonkeen, Cork County","Cork County Council","<a href="".\reports\html\2154--csohealthprofile--edname--cloonkeen--cork-county--acname--cork-county-council--edguid--2ae19629-1f32-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2154--csohealthprofile--edname--cloonkeen--cork-county--acname--cork-county-council--edguid--2ae19629-1f32-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f32-13a3-e055-000000000001"
"Farranbrien, Cork County","Cork County Council","<a href="".\reports\html\2155--csohealthprofile--edname--farranbrien--cork-county--acname--cork-county-council--edguid--2ae19629-1f33-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2155--csohealthprofile--edname--farranbrien--cork-county--acname--cork-county-council--edguid--2ae19629-1f33-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f33-13a3-e055-000000000001"
"Fermoy Rural, Cork County","Cork County Council","<a href="".\reports\html\2156--csohealthprofile--edname--fermoy-rural--cork-county--acname--cork-county-council--edguid--2ae19629-1f34-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2156--csohealthprofile--edname--fermoy-rural--cork-county--acname--cork-county-council--edguid--2ae19629-1f34-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f34-13a3-e055-000000000001"
"Fermoy Urban, Cork County","Cork County Council","<a href="".\reports\html\2157--csohealthprofile--edname--fermoy-urban--cork-county--acname--cork-county-council--edguid--2ae19629-1f35-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2157--csohealthprofile--edname--fermoy-urban--cork-county--acname--cork-county-council--edguid--2ae19629-1f35-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f35-13a3-e055-000000000001"
"Ballydehob, Cork County","Cork County Council","<a href="".\reports\html\2158--csohealthprofile--edname--ballydehob--cork-county--acname--cork-county-council--edguid--2ae19629-1f36-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2158--csohealthprofile--edname--ballydehob--cork-county--acname--cork-county-council--edguid--2ae19629-1f36-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f36-13a3-e055-000000000001"
"Ballyfeard, Cork County","Cork County Council","<a href="".\reports\html\2159--csohealthprofile--edname--ballyfeard--cork-county--acname--cork-county-council--edguid--2ae19629-1f37-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2159--csohealthprofile--edname--ballyfeard--cork-county--acname--cork-county-council--edguid--2ae19629-1f37-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f37-13a3-e055-000000000001"
"Ballyfoyle, Cork County","Cork County Council","<a href="".\reports\html\2160--csohealthprofile--edname--ballyfoyle--cork-county--acname--cork-county-council--edguid--2ae19629-1f38-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2160--csohealthprofile--edname--ballyfoyle--cork-county--acname--cork-county-council--edguid--2ae19629-1f38-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f38-13a3-e055-000000000001"
"Ballygarvan, Cork County","Cork County Council","<a href="".\reports\html\2161--csohealthprofile--edname--ballygarvan--cork-county--acname--cork-county-council--edguid--2ae19629-1f39-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2161--csohealthprofile--edname--ballygarvan--cork-county--acname--cork-county-council--edguid--2ae19629-1f39-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f39-13a3-e055-000000000001"
"Candroma, Cork County","Cork County Council","<a href="".\reports\html\2162--csohealthprofile--edname--candroma--cork-county--acname--cork-county-council--edguid--2ae19629-1f3a-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2162--csohealthprofile--edname--candroma--cork-county--acname--cork-county-council--edguid--2ae19629-1f3a-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f3a-13a3-e055-000000000001"
"Cannaway, Cork County","Cork County Council","<a href="".\reports\html\2163--csohealthprofile--edname--cannaway--cork-county--acname--cork-county-council--edguid--2ae19629-1f3b-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2163--csohealthprofile--edname--cannaway--cork-county--acname--cork-county-council--edguid--2ae19629-1f3b-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f3b-13a3-e055-000000000001"
"Cape Clear, Cork County","Cork County Council","<a href="".\reports\html\2164--csohealthprofile--edname--cape-clear--cork-county--acname--cork-county-council--edguid--2ae19629-1f3c-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2164--csohealthprofile--edname--cape-clear--cork-county--acname--cork-county-council--edguid--2ae19629-1f3c-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f3c-13a3-e055-000000000001"
"Carrig, Cork County, 047069","Cork County Council","<a href="".\reports\html\2165--csohealthprofile--edname--carrig--cork-county--047069--acname--cork-county-council--edguid--2ae19629-1f3d-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2165--csohealthprofile--edname--carrig--cork-county--047069--acname--cork-county-council--edguid--2ae19629-1f3d-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f3d-13a3-e055-000000000001"
"Cloyne, Cork County","Cork County Council","<a href="".\reports\html\2166--csohealthprofile--edname--cloyne--cork-county--acname--cork-county-council--edguid--2ae19629-1f3e-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2166--csohealthprofile--edname--cloyne--cork-county--acname--cork-county-council--edguid--2ae19629-1f3e-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f3e-13a3-e055-000000000001"
"Cobh Rural, Cork County","Cork County Council","<a href="".\reports\html\2167--csohealthprofile--edname--cobh-rural--cork-county--acname--cork-county-council--edguid--2ae19629-1f3f-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2167--csohealthprofile--edname--cobh-rural--cork-county--acname--cork-county-council--edguid--2ae19629-1f3f-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f3f-13a3-e055-000000000001"
"Cobh Urban, Cork County","Cork County Council","<a href="".\reports\html\2168--csohealthprofile--edname--cobh-urban--cork-county--acname--cork-county-council--edguid--2ae19629-1f40-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2168--csohealthprofile--edname--cobh-urban--cork-county--acname--cork-county-council--edguid--2ae19629-1f40-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f40-13a3-e055-000000000001"
"Firmount, Cork County","Cork County Council","<a href="".\reports\html\2169--csohealthprofile--edname--firmount--cork-county--acname--cork-county-council--edguid--2ae19629-1f41-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2169--csohealthprofile--edname--firmount--cork-county--acname--cork-county-council--edguid--2ae19629-1f41-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f41-13a3-e055-000000000001"
"Garranes, Cork County","Cork County Council","<a href="".\reports\html\2170--csohealthprofile--edname--garranes--cork-county--acname--cork-county-council--edguid--2ae19629-1f42-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2170--csohealthprofile--edname--garranes--cork-county--acname--cork-county-council--edguid--2ae19629-1f42-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f42-13a3-e055-000000000001"
"Ballygroman, Cork County","Cork County Council","<a href="".\reports\html\2171--csohealthprofile--edname--ballygroman--cork-county--acname--cork-county-council--edguid--2ae19629-1f43-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2171--csohealthprofile--edname--ballygroman--cork-county--acname--cork-county-council--edguid--2ae19629-1f43-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f43-13a3-e055-000000000001"
"Ballyhoolahan, Cork County","Cork County Council","<a href="".\reports\html\2172--csohealthprofile--edname--ballyhoolahan--cork-county--acname--cork-county-council--edguid--2ae19629-1f44-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2172--csohealthprofile--edname--ballyhoolahan--cork-county--acname--cork-county-council--edguid--2ae19629-1f44-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f44-13a3-e055-000000000001"
"Ballyhooly, Cork County","Cork County Council","<a href="".\reports\html\2173--csohealthprofile--edname--ballyhooly--cork-county--acname--cork-county-council--edguid--2ae19629-1f45-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2173--csohealthprofile--edname--ballyhooly--cork-county--acname--cork-county-council--edguid--2ae19629-1f45-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f45-13a3-e055-000000000001"
"Ballymackean, Cork County","Cork County Council","<a href="".\reports\html\2174--csohealthprofile--edname--ballymackean--cork-county--acname--cork-county-council--edguid--2ae19629-1f46-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2174--csohealthprofile--edname--ballymackean--cork-county--acname--cork-county-council--edguid--2ae19629-1f46-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f46-13a3-e055-000000000001"
"Carrig, Cork County, 047070","Cork County Council","<a href="".\reports\html\2175--csohealthprofile--edname--carrig--cork-county--047070--acname--cork-county-council--edguid--2ae19629-1f47-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2175--csohealthprofile--edname--carrig--cork-county--047070--acname--cork-county-council--edguid--2ae19629-1f47-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f47-13a3-e055-000000000001"
"Carrigaline, Cork County, 047071","Cork County Council","<a href="".\reports\html\2176--csohealthprofile--edname--carrigaline--cork-county--047071--acname--cork-county-council--edguid--2ae19629-1f48-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2176--csohealthprofile--edname--carrigaline--cork-county--047071--acname--cork-county-council--edguid--2ae19629-1f48-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f48-13a3-e055-000000000001"
"Carrigaline, Cork County, 047072","Cork County Council","<a href="".\reports\html\2177--csohealthprofile--edname--carrigaline--cork-county--047072--acname--cork-county-council--edguid--2ae19629-1f49-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2177--csohealthprofile--edname--carrigaline--cork-county--047072--acname--cork-county-council--edguid--2ae19629-1f49-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f49-13a3-e055-000000000001"
"Coolagh, Cork County","Cork County Council","<a href="".\reports\html\2178--csohealthprofile--edname--coolagh--cork-county--acname--cork-county-council--edguid--2ae19629-1f4a-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2178--csohealthprofile--edname--coolagh--cork-county--acname--cork-county-council--edguid--2ae19629-1f4a-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f4a-13a3-e055-000000000001"
"Coolclogh, Cork County","Cork County Council","<a href="".\reports\html\2179--csohealthprofile--edname--coolclogh--cork-county--acname--cork-county-council--edguid--2ae19629-1f4b-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2179--csohealthprofile--edname--coolclogh--cork-county--acname--cork-county-council--edguid--2ae19629-1f4b-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f4b-13a3-e055-000000000001"
"Coolcraheen, Cork County","Cork County Council","<a href="".\reports\html\2180--csohealthprofile--edname--coolcraheen--cork-county--acname--cork-county-council--edguid--2ae19629-1f4c-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2180--csohealthprofile--edname--coolcraheen--cork-county--acname--cork-county-council--edguid--2ae19629-1f4c-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f4c-13a3-e055-000000000001"
"Garrown, Cork County","Cork County Council","<a href="".\reports\html\2181--csohealthprofile--edname--garrown--cork-county--acname--cork-county-council--edguid--2ae19629-1f4d-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2181--csohealthprofile--edname--garrown--cork-county--acname--cork-county-council--edguid--2ae19629-1f4d-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f4d-13a3-e055-000000000001"
"Garryvoe, Cork County","Cork County Council","<a href="".\reports\html\2182--csohealthprofile--edname--garryvoe--cork-county--acname--cork-county-council--edguid--2ae19629-1f4e-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2182--csohealthprofile--edname--garryvoe--cork-county--acname--cork-county-council--edguid--2ae19629-1f4e-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f4e-13a3-e055-000000000001"
"Ballymartle, Cork County","Cork County Council","<a href="".\reports\html\2183--csohealthprofile--edname--ballymartle--cork-county--acname--cork-county-council--edguid--2ae19629-1f4f-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2183--csohealthprofile--edname--ballymartle--cork-county--acname--cork-county-council--edguid--2ae19629-1f4f-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f4f-13a3-e055-000000000001"
