"ED","AC","Report","GUID"
"Ballymodan, Cork County","Cork County Council","<a href="".\reports\html\2184--csohealthprofile--edname--ballymodan--cork-county--acname--cork-county-council--edguid--2ae19629-1f50-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2184--csohealthprofile--edname--ballymodan--cork-county--acname--cork-county-council--edguid--2ae19629-1f50-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f50-13a3-e055-000000000001"
"Carrigbaun, Cork County","Cork County Council","<a href="".\reports\html\2185--csohealthprofile--edname--carrigbaun--cork-county--acname--cork-county-council--edguid--2ae19629-1f51-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2185--csohealthprofile--edname--carrigbaun--cork-county--acname--cork-county-council--edguid--2ae19629-1f51-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f51-13a3-e055-000000000001"
"Carrigboy, Cork County","Cork County Council","<a href="".\reports\html\2186--csohealthprofile--edname--carrigboy--cork-county--acname--cork-county-council--edguid--2ae19629-1f52-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2186--csohealthprofile--edname--carrigboy--cork-county--acname--cork-county-council--edguid--2ae19629-1f52-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f52-13a3-e055-000000000001"
"Coole, Cork County","Cork County Council","<a href="".\reports\html\2187--csohealthprofile--edname--coole--cork-county--acname--cork-county-council--edguid--2ae19629-1f53-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2187--csohealthprofile--edname--coole--cork-county--acname--cork-county-council--edguid--2ae19629-1f53-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f53-13a3-e055-000000000001"
"Coolmain, Cork County","Cork County Council","<a href="".\reports\html\2188--csohealthprofile--edname--coolmain--cork-county--acname--cork-county-council--edguid--2ae19629-1f54-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2188--csohealthprofile--edname--coolmain--cork-county--acname--cork-county-council--edguid--2ae19629-1f54-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f54-13a3-e055-000000000001"
"Glanlough, Cork County","Cork County Council","<a href="".\reports\html\2189--csohealthprofile--edname--glanlough--cork-county--acname--cork-county-council--edguid--2ae19629-1f55-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2189--csohealthprofile--edname--glanlough--cork-county--acname--cork-county-council--edguid--2ae19629-1f55-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f55-13a3-e055-000000000001"
"Glanworth East, Cork County","Cork County Council","<a href="".\reports\html\2190--csohealthprofile--edname--glanworth-east--cork-county--acname--cork-county-council--edguid--2ae19629-1f56-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2190--csohealthprofile--edname--glanworth-east--cork-county--acname--cork-county-council--edguid--2ae19629-1f56-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f56-13a3-e055-000000000001"
"Ballymoney, Cork County","Cork County Council","<a href="".\reports\html\2191--csohealthprofile--edname--ballymoney--cork-county--acname--cork-county-council--edguid--2ae19629-1f57-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2191--csohealthprofile--edname--ballymoney--cork-county--acname--cork-county-council--edguid--2ae19629-1f57-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f57-13a3-e055-000000000001"
"Ballymurphy, Cork County","Cork County Council","<a href="".\reports\html\2192--csohealthprofile--edname--ballymurphy--cork-county--acname--cork-county-council--edguid--2ae19629-1f58-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2192--csohealthprofile--edname--ballymurphy--cork-county--acname--cork-county-council--edguid--2ae19629-1f58-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f58-13a3-e055-000000000001"
"Ballynaglogh, Cork County","Cork County Council","<a href="".\reports\html\2193--csohealthprofile--edname--ballynaglogh--cork-county--acname--cork-county-council--edguid--2ae19629-1f59-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2193--csohealthprofile--edname--ballynaglogh--cork-county--acname--cork-county-council--edguid--2ae19629-1f59-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f59-13a3-e055-000000000001"
"Carrignavar, Cork County","Cork County Council","<a href="".\reports\html\2194--csohealthprofile--edname--carrignavar--cork-county--acname--cork-county-council--edguid--2ae19629-1f5a-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2194--csohealthprofile--edname--carrignavar--cork-county--acname--cork-county-council--edguid--2ae19629-1f5a-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f5a-13a3-e055-000000000001"
"Carrigrohanebeg, Cork County","Cork County Council","<a href="".\reports\html\2195--csohealthprofile--edname--carrigrohanebeg--cork-county--acname--cork-county-council--edguid--2ae19629-1f5b-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2195--csohealthprofile--edname--carrigrohanebeg--cork-county--acname--cork-county-council--edguid--2ae19629-1f5b-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f5b-13a3-e055-000000000001"
"Riverstown, Cork City","Cork City Council","<a href="".\reports\html\2196--csohealthprofile--edname--riverstown--cork-city--acname--cork-city-council--edguid--2ae19629-1f5b-13a3-e055-100000000001.html"">HTML</a>  <a href="".\reports\pdf\2196--csohealthprofile--edname--riverstown--cork-city--acname--cork-city-council--edguid--2ae19629-1f5b-13a3-e055-100000000001.pdf"">PDF</a>","2ae19629-1f5b-13a3-e055-100000000001"
"Caherlag, Cork City","Cork City Council","<a href="".\reports\html\2197--csohealthprofile--edname--caherlag--cork-city--acname--cork-city-council--edguid--2ae19629-1f5b-13a3-e055-200000000001.html"">HTML</a>  <a href="".\reports\pdf\2197--csohealthprofile--edname--caherlag--cork-city--acname--cork-city-council--edguid--2ae19629-1f5b-13a3-e055-200000000001.pdf"">PDF</a>","2ae19629-1f5b-13a3-e055-200000000001"
"Coolmountain, Cork County","Cork County Council","<a href="".\reports\html\2198--csohealthprofile--edname--coolmountain--cork-county--acname--cork-county-council--edguid--2ae19629-1f5c-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2198--csohealthprofile--edname--coolmountain--cork-county--acname--cork-county-council--edguid--2ae19629-1f5c-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f5c-13a3-e055-000000000001"
"Coomlogane, Cork County","Cork County Council","<a href="".\reports\html\2199--csohealthprofile--edname--coomlogane--cork-county--acname--cork-county-council--edguid--2ae19629-1f5d-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2199--csohealthprofile--edname--coomlogane--cork-county--acname--cork-county-council--edguid--2ae19629-1f5d-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f5d-13a3-e055-000000000001"
"Corkbeg, Cork County","Cork County Council","<a href="".\reports\html\2200--csohealthprofile--edname--corkbeg--cork-county--acname--cork-county-council--edguid--2ae19629-1f5e-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2200--csohealthprofile--edname--corkbeg--cork-county--acname--cork-county-council--edguid--2ae19629-1f5e-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f5e-13a3-e055-000000000001"
"Coulagh, Cork County","Cork County Council","<a href="".\reports\html\2201--csohealthprofile--edname--coulagh--cork-county--acname--cork-county-council--edguid--2ae19629-1f5f-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2201--csohealthprofile--edname--coulagh--cork-county--acname--cork-county-council--edguid--2ae19629-1f5f-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f5f-13a3-e055-000000000001"
"Glanworth West, Cork County","Cork County Council","<a href="".\reports\html\2202--csohealthprofile--edname--glanworth-west--cork-county--acname--cork-county-council--edguid--2ae19629-1f60-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2202--csohealthprofile--edname--glanworth-west--cork-county--acname--cork-county-council--edguid--2ae19629-1f60-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f60-13a3-e055-000000000001"
"Glengarriff, Cork County","Cork County Council","<a href="".\reports\html\2203--csohealthprofile--edname--glengarriff--cork-county--acname--cork-county-council--edguid--2ae19629-1f61-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2203--csohealthprofile--edname--glengarriff--cork-county--acname--cork-county-council--edguid--2ae19629-1f61-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f61-13a3-e055-000000000001"
"Glenlara, Cork County","Cork County Council","<a href="".\reports\html\2204--csohealthprofile--edname--glenlara--cork-county--acname--cork-county-council--edguid--2ae19629-1f62-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2204--csohealthprofile--edname--glenlara--cork-county--acname--cork-county-council--edguid--2ae19629-1f62-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f62-13a3-e055-000000000001"
"Glenville, Cork County","Cork County Council","<a href="".\reports\html\2205--csohealthprofile--edname--glenville--cork-county--acname--cork-county-council--edguid--2ae19629-1f63-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2205--csohealthprofile--edname--glenville--cork-county--acname--cork-county-council--edguid--2ae19629-1f63-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f63-13a3-e055-000000000001"
"Goleen, Cork County","Cork County Council","<a href="".\reports\html\2206--csohealthprofile--edname--goleen--cork-county--acname--cork-county-council--edguid--2ae19629-1f64-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2206--csohealthprofile--edname--goleen--cork-county--acname--cork-county-council--edguid--2ae19629-1f64-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f64-13a3-e055-000000000001"
"Gortmore, Cork County","Cork County Council","<a href="".\reports\html\2207--csohealthprofile--edname--gortmore--cork-county--acname--cork-county-council--edguid--2ae19629-1f65-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2207--csohealthprofile--edname--gortmore--cork-county--acname--cork-county-council--edguid--2ae19629-1f65-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f65-13a3-e055-000000000001"
"Ballynamona, Cork County","Cork County Council","<a href="".\reports\html\2208--csohealthprofile--edname--ballynamona--cork-county--acname--cork-county-council--edguid--2ae19629-1f66-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2208--csohealthprofile--edname--ballynamona--cork-county--acname--cork-county-council--edguid--2ae19629-1f66-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f66-13a3-e055-000000000001"
"Ballynoe, Cork County","Cork County Council","<a href="".\reports\html\2209--csohealthprofile--edname--ballynoe--cork-county--acname--cork-county-council--edguid--2ae19629-1f67-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2209--csohealthprofile--edname--ballynoe--cork-county--acname--cork-county-council--edguid--2ae19629-1f67-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f67-13a3-e055-000000000001"
"Carrigtohill, Cork County","Cork County Council","<a href="".\reports\html\2210--csohealthprofile--edname--carrigtohill--cork-county--acname--cork-county-council--edguid--2ae19629-1f68-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2210--csohealthprofile--edname--carrigtohill--cork-county--acname--cork-county-council--edguid--2ae19629-1f68-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f68-13a3-e055-000000000001"
"Cashel, Cork County","Cork County Council","<a href="".\reports\html\2211--csohealthprofile--edname--cashel--cork-county--acname--cork-county-council--edguid--2ae19629-1f69-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2211--csohealthprofile--edname--cashel--cork-county--acname--cork-county-council--edguid--2ae19629-1f69-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f69-13a3-e055-000000000001"
"Castle Hyde, Cork County","Cork County Council","<a href="".\reports\html\2212--csohealthprofile--edname--castle-hyde--cork-county--acname--cork-county-council--edguid--2ae19629-1f6a-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2212--csohealthprofile--edname--castle-hyde--cork-county--acname--cork-county-council--edguid--2ae19629-1f6a-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f6a-13a3-e055-000000000001"
"Courtmacsherry, Cork County","Cork County Council","<a href="".\reports\html\2213--csohealthprofile--edname--courtmacsherry--cork-county--acname--cork-county-council--edguid--2ae19629-1f6b-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2213--csohealthprofile--edname--courtmacsherry--cork-county--acname--cork-county-council--edguid--2ae19629-1f6b-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f6b-13a3-e055-000000000001"
"Crinnaloo, Cork County","Cork County Council","<a href="".\reports\html\2214--csohealthprofile--edname--crinnaloo--cork-county--acname--cork-county-council--edguid--2ae19629-1f6c-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2214--csohealthprofile--edname--crinnaloo--cork-county--acname--cork-county-council--edguid--2ae19629-1f6c-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f6c-13a3-e055-000000000001"
"Crookhaven, Cork County","Cork County Council","<a href="".\reports\html\2215--csohealthprofile--edname--crookhaven--cork-county--acname--cork-county-council--edguid--2ae19629-1f6d-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2215--csohealthprofile--edname--crookhaven--cork-county--acname--cork-county-council--edguid--2ae19629-1f6d-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f6d-13a3-e055-000000000001"
"Cullen, Cork County, 047120","Cork County Council","<a href="".\reports\html\2216--csohealthprofile--edname--cullen--cork-county--047120--acname--cork-county-council--edguid--2ae19629-1f6e-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2216--csohealthprofile--edname--cullen--cork-county--047120--acname--cork-county-council--edguid--2ae19629-1f6e-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f6e-13a3-e055-000000000001"
"Gortnascreeny, Cork County","Cork County Council","<a href="".\reports\html\2217--csohealthprofile--edname--gortnascreeny--cork-county--acname--cork-county-council--edguid--2ae19629-1f6f-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2217--csohealthprofile--edname--gortnascreeny--cork-county--acname--cork-county-council--edguid--2ae19629-1f6f-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f6f-13a3-e055-000000000001"
"Gortnaskehy, Cork County","Cork County Council","<a href="".\reports\html\2218--csohealthprofile--edname--gortnaskehy--cork-county--acname--cork-county-council--edguid--2ae19629-1f70-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2218--csohealthprofile--edname--gortnaskehy--cork-county--acname--cork-county-council--edguid--2ae19629-1f70-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f70-13a3-e055-000000000001"
"Ballyspillane, Cork County","Cork County Council","<a href="".\reports\html\2219--csohealthprofile--edname--ballyspillane--cork-county--acname--cork-county-council--edguid--2ae19629-1f71-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2219--csohealthprofile--edname--ballyspillane--cork-county--acname--cork-county-council--edguid--2ae19629-1f71-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f71-13a3-e055-000000000001"
"Banteer, Cork County","Cork County Council","<a href="".\reports\html\2220--csohealthprofile--edname--banteer--cork-county--acname--cork-county-council--edguid--2ae19629-1f72-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2220--csohealthprofile--edname--banteer--cork-county--acname--cork-county-council--edguid--2ae19629-1f72-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f72-13a3-e055-000000000001"
"Bantry Urban, Cork County","Cork County Council","<a href="".\reports\html\2221--csohealthprofile--edname--bantry-urban--cork-county--acname--cork-county-council--edguid--2ae19629-1f74-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2221--csohealthprofile--edname--bantry-urban--cork-county--acname--cork-county-council--edguid--2ae19629-1f74-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f74-13a3-e055-000000000001"
"Castlecooke, Cork County","Cork County Council","<a href="".\reports\html\2222--csohealthprofile--edname--castlecooke--cork-county--acname--cork-county-council--edguid--2ae19629-1f75-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2222--csohealthprofile--edname--castlecooke--cork-county--acname--cork-county-council--edguid--2ae19629-1f75-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f75-13a3-e055-000000000001"
"Castlecor, Cork County","Cork County Council","<a href="".\reports\html\2223--csohealthprofile--edname--castlecor--cork-county--acname--cork-county-council--edguid--2ae19629-1f76-13a3-e055-000000000001.html"">HTML</a>  <a href="".\reports\pdf\2223--csohealthprofile--edname--castlecor--cork-county--acname--cork-county-council--edguid--2ae19629-1f76-13a3-e055-000000000001.pdf"">PDF</a>","2ae19629-1f76-13a3-e055-000000000001"
